,1st Flr SF,2nd Flr SF,3Ssn Porch,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Garage Yr Blt,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Frontage,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Roof Matl,Roof Style,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,set,sf,target
226,1224,0,0,2,TwnhsE,2,1,1.0,0.0,3,341.0,883.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,0,0,PConc,2,5,402.0,2.0,2,2,2,Attchd,1999.0,1224,0,GasA,3,1Story,1,2,Lvl,1,4500,FR2,68.36301950805768,2,0,120,RM,425.0,BrkFace,6,Mitchel,304,2,2,2,CompShg,Hip,WD ,0,Pave,2,1224.0,4,0,1999,1999,2009,train,2448.0,165000.0
227,1134,1370,0,4,1Fam,3,1,0.0,0.0,3,1122.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,656.0,3.0,2,2,2,BuiltIn,2005.0,2504,1,GasA,3,2Story,1,3,Lvl,1,11198,Inside,77.0,1,0,60,RL,245.0,BrkFace,6,StoneBr,39,2,3,2,CompShg,Hip,WD ,0,Pave,4,1122.0,4,144,2005,2007,2008,train,3626.0,325000.0
228,760,595,0,3,2fmCon,1,1,0.0,0.0,2,195.0,533.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,0,0,CBlock,2,5,528.0,2.0,2,1,2,Detchd,1966.0,1355,0,GasA,3,1.5Fin,1,2,Lvl,1,6221,Inside,79.0,1,0,190,RL,0.0,None,10,Crawfor,0,2,2,2,CompShg,Gable,WD ,144,Pave,2,728.0,4,0,1941,1950,2007,train,2083.0,140000.0
229,1497,797,0,5,1Fam,2,1,0.0,0.0,2,366.0,375.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,3,1,CBlock,3,5,658.0,2.0,2,1,2,Attchd,1963.0,2294,0,GasA,1,SLvl,1,2,Lvl,1,13200,Corner,120.0,2,0,80,RM,234.0,BrkFace,4,IDOTRR,110,2,2,2,CompShg,Gable,WD ,0,Pave,3,741.0,4,0,1963,1963,2007,train,3035.0,202500.0
230,1702,0,0,1,TwnhsE,2,1,1.0,0.0,3,162.0,1540.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,3,1,PConc,1,5,1052.0,3.0,2,2,2,Attchd,2008.0,1702,1,GasA,3,1Story,1,3,Lvl,1,8769,Corner,65.0,2,0,120,RL,766.0,BrkFace,10,NridgHt,72,2,3,2,CompShg,Hip,New,224,Pave,3,1702.0,4,0,2008,2008,2008,train,3404.0,367294.0
231,1509,0,0,3,1Fam,2,3,1.0,0.0,3,678.0,783.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,HdBoard,HdBoard,1,1,CBlock,2,5,600.0,2.0,2,1,2,Attchd,1988.0,1509,0,GasA,3,SLvl,1,3,Lvl,1,10200,Inside,85.0,2,0,80,RL,219.0,BrkFace,8,Timber,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,1461.0,4,224,1988,1989,2008,train,2970.0,175000.0
232,961,756,0,3,1Fam,3,1,1.0,0.0,2,540.0,216.0,0.0,3,1,Y,Norm,Norm,SBrkr,272,2,2,Wd Sdng,Wd Shng,3,1,BrkTil,1,5,642.0,3.0,2,1,2,Detchd,1998.0,1717,0,GasA,3,2Story,1,3,Lvl,1,9550,Corner,60.0,1,0,70,RL,0.0,None,2,Crawfor,35,2,3,2,CompShg,Gable,WD ,0,Pave,3,756.0,4,0,1915,1970,2006,train,2473.0,140000.0
233,1240,0,0,3,1Fam,2,1,0.0,1.0,3,970.0,215.0,80.0,3,2,Y,Norm,Norm,SBrkr,0,2,2,Plywood,Plywood,0,0,CBlock,2,5,528.0,2.0,2,1,2,Attchd,1985.0,1240,0,GasA,3,1Story,1,3,Lvl,1,10331,CulDSac,42.0,2,0,20,RL,0.0,None,7,Timber,0,3,3,2,CompShg,Gable,WD ,0,Pave,2,1265.0,4,232,1985,1985,2007,train,2505.0,174000.0
234,1166,0,0,2,1Fam,2,4,1.0,0.0,3,201.0,655.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,5,400.0,2.0,2,2,2,Attchd,2005.0,1166,0,GasA,3,SLvl,1,3,Lvl,1,9587,Inside,59.0,1,0,80,RL,182.0,Stone,7,Gilbert,0,2,3,2,CompShg,Gable,WD ,0,Pave,2,856.0,4,212,2005,2005,2008,train,2022.0,190000.0
235,764,700,0,3,1Fam,2,1,0.0,0.0,2,504.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,176,2,3,VinylSd,VinylSd,0,0,CBlock,2,5,0.0,0.0,0,0,0,none,,1464,0,GasA,3,2Story,1,2,Lvl,1,9900,Corner,90.0,2,0,70,RM,0.0,None,3,OldTown,0,3,2,0,CompShg,Gable,WD ,0,Pave,3,504.0,4,0,1910,2002,2009,train,1968.0,129000.0
236,1652,0,0,3,1Fam,2,2,1.0,0.0,2,206.0,1386.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,3,2,MetalSd,MetalSd,3,1,CBlock,1,5,510.0,2.0,2,1,2,Attchd,1959.0,1652,1,GasA,3,1Story,1,3,Lvl,1,22002,Corner,68.36301950805768,2,0,20,RL,136.0,BrkFace,7,NAmes,0,3,2,2,CompShg,Gable,WD ,201,Pave,2,1592.0,4,0,1959,1991,2007,train,3244.0,200000.0
237,1182,960,0,4,1Fam,2,1,0.0,0.0,3,448.0,448.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,3,2,VinylSd,VinylSd,3,1,CBlock,2,5,509.0,1.0,2,2,2,Attchd,1968.0,2142,1,GasA,2,2Story,1,3,Lvl,1,13000,Corner,100.0,2,0,60,RL,576.0,BrkFace,6,NAmes,72,2,2,2,CompShg,Gable,WD ,252,Pave,3,896.0,4,0,1968,1968,2009,train,3038.0,193500.0
238,1092,0,0,3,1Fam,2,1,1.0,0.0,3,305.0,787.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,2,2,HdBoard,HdBoard,0,0,CBlock,1,5,504.0,2.0,3,1,2,Attchd,1964.0,1092,0,GasA,3,1Story,1,2,Lvl,1,8250,Inside,75.0,2,0,20,RL,260.0,Stone,7,NAmes,0,3,2,2,CompShg,Hip,WD ,0,Pave,2,1092.0,4,0,1964,1964,2008,train,2184.0,145000.0
239,1122,549,0,4,1Fam,2,1,0.0,0.0,2,496.0,526.0,0.0,3,1,Y,Norm,Norm,FuseA,0,3,3,Stucco,Wd Sdng,3,1,BrkTil,2,5,451.0,2.0,2,1,2,Detchd,1963.0,1671,0,GasA,3,1.5Fin,1,2,Lvl,1,8170,Inside,81.0,1,0,50,RL,270.0,BrkFace,2,Crawfor,0,3,3,2,CompShg,Gable,WD ,0,Pave,3,1022.0,4,0,1929,1950,2006,train,2693.0,218000.0
240,1488,0,0,3,1Fam,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,Y,Norm,Norm,SBrkr,36,2,2,Wd Sdng,Wd Sdng,3,1,Slab,1,5,569.0,2.0,2,1,2,Attchd,2002.0,1488,0,GasA,3,1Story,1,2,Lvl,1,12048,Inside,80.0,2,0,20,RL,232.0,BrkFace,4,Edwards,189,2,2,2,CompShg,Gable,WD ,348,Pave,3,0.0,4,0,1952,2002,2006,train,1488.0,135000.0
241,1624,0,0,2,1Fam,2,2,1.0,0.0,2,1404.0,40.0,0.0,1,1,Y,Feedr,Norm,SBrkr,324,3,2,Wd Sdng,Plywood,3,1,CBlock,1,3,240.0,1.0,2,1,2,Attchd,1952.0,1624,0,GasA,3,1Story,1,2,Lvl,1,10858,Corner,89.0,2,0,20,RL,150.0,Stone,7,NAmes,40,2,2,2,CompShg,Gable,WD ,0,Pave,2,1444.0,4,0,1952,1952,2006,train,3068.0,146500.0
242,1362,0,0,2,TwnhsE,2,3,0.0,0.0,3,1342.0,20.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,3,1,PConc,2,5,460.0,2.0,2,1,2,Attchd,2005.0,1362,0,GasA,3,1Story,1,3,Lvl,1,7577,Corner,61.0,1,0,120,RL,256.0,Stone,6,NridgHt,28,2,2,2,CompShg,Gable,WD ,0,Pave,2,1362.0,4,192,2005,2006,2007,train,2724.0,194700.0
243,1218,0,0,2,1Fam,2,1,1.0,0.0,3,316.0,902.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,CemntBd,CmentBd,0,0,PConc,2,5,462.0,2.0,2,2,2,Attchd,2008.0,1218,0,GasA,3,1Story,1,3,Lvl,1,7500,Inside,62.0,2,0,20,FV,210.0,Stone,4,Somerst,168,2,3,2,CompShg,Gable,New,0,Pave,2,1218.0,4,168,2007,2008,2008,train,2436.0,230348.0
244,1068,0,0,2,1Fam,1,1,1.0,0.0,1,164.0,960.0,0.0,3,1,Y,Artery,Norm,SBrkr,128,2,2,Wd Sdng,Wd Sdng,3,1,BrkTil,1,5,288.0,1.0,2,1,2,Detchd,1923.0,1068,0,GasA,2,1Story,1,2,Lvl,1,6120,Inside,51.0,2,0,30,RM,0.0,None,3,OldTown,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,1124.0,4,0,1923,1950,2010,train,2192.0,109500.0
245,1625,0,0,3,1Fam,2,4,0.0,1.0,3,849.0,776.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,Plywood,Plywood,2,1,CBlock,2,5,576.0,2.0,2,2,2,Attchd,1979.0,1625,0,GasA,2,1Story,1,1,Lvl,2,23580,Inside,69.0,1,0,20,RL,0.0,None,9,Mitchel,28,2,2,2,CompShg,Gable,WD ,0,Pave,2,1625.0,4,136,1979,1979,2006,train,3250.0,242500.0
246,1064,703,0,2,TwnhsE,3,1,1.0,0.0,3,354.0,495.0,215.0,3,2,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,2,1,PConc,2,5,504.0,2.0,2,1,3,Attchd,1987.0,1767,0,GasA,3,2Story,1,3,Lvl,1,5306,Inside,44.0,1,0,160,RL,0.0,None,6,StoneBr,35,3,3,2,CompShg,Gable,WD ,0,Pave,2,1064.0,4,441,1987,1987,2006,train,2831.0,239000.0
247,1050,0,0,3,1Fam,2,1,1.0,0.0,2,226.0,824.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,3,2,Wd Sdng,Wd Sdng,0,0,CBlock,1,5,286.0,1.0,2,1,2,Attchd,1954.0,1050,0,GasA,3,1Story,1,3,Lvl,1,8092,Inside,70.0,2,0,20,RL,176.0,BrkFace,6,NAmes,0,3,2,2,CompShg,Hip,WD ,0,Pave,2,1050.0,4,0,1954,2000,2006,train,2100.0,156000.0
248,907,0,0,3,1Fam,2,1,0.0,0.0,2,619.0,288.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,2,2,MetalSd,MetalSd,0,0,CBlock,1,5,352.0,1.0,2,1,2,Detchd,1964.0,907,0,GasA,3,1Story,1,2,Lvl,1,8593,Inside,77.0,1,0,20,RL,0.0,None,7,NAmes,0,2,2,2,CompShg,Hip,WD ,0,Pave,2,907.0,4,0,1957,1957,2008,train,1814.0,109008.0
249,640,0,0,1,1Fam,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,Y,Norm,Norm,SBrkr,0,2,2,MetalSd,MetalSd,0,0,BrkTil,1,2,256.0,1.0,1,1,2,Detchd,1950.0,845,0,GasA,3,1.5Fin,1,2,Lvl,1,11067,Corner,64.0,2,205,50,RM,0.0,None,3,IDOTRR,0,2,1,0,CompShg,Gable,WD ,0,Pave,2,0.0,4,48,1939,1950,2007,train,845.0,68104.0
250,1251,1250,0,4,1Fam,2,3,0.0,0.0,3,1242.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,1,PConc,2,5,751.0,3.0,2,1,2,Attchd,1995.0,2501,1,GasA,3,2Story,1,3,Lvl,1,11929,CulDSac,68.36301950805768,1,0,60,RL,466.0,BrkFace,6,NoRidge,87,3,3,2,CompShg,Gable,WD ,0,Pave,3,1242.0,4,192,1995,1995,2008,train,3743.0,290000.0
251,1209,0,0,3,1Fam,2,1,1.0,0.0,3,150.0,1059.0,0.0,2,1,Y,Norm,Norm,SBrkr,120,2,2,HdBoard,HdBoard,0,0,PConc,1,5,504.0,2.0,2,1,2,Attchd,1966.0,1209,0,GasA,3,1Story,1,2,Lvl,1,9900,Corner,90.0,2,0,20,RL,0.0,None,4,NAmes,0,2,2,2,CompShg,Hip,ConLD,0,Pave,2,1209.0,4,0,1966,1966,2010,train,2418.0,159000.0
252,453,453,0,2,1Fam,2,1,0.0,0.0,2,228.0,120.0,0.0,2,1,Y,RRAn,Feedr,SBrkr,0,2,2,MetalSd,MetalSd,0,0,PConc,1,5,231.0,1.0,2,1,1,Basment,1937.0,906,0,GasA,2,2Story,1,2,Bnk,2,4882,Inside,50.0,1,0,70,RL,0.0,None,9,BrkSide,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,348.0,4,0,1937,1950,2008,train,1254.0,87000.0
253,1601,0,0,3,1Fam,2,3,1.0,0.0,3,223.0,1358.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,1,PConc,2,5,670.0,2.0,2,1,2,Attchd,2001.0,1601,0,GasA,3,1Story,1,3,Lvl,1,11423,Inside,68.36301950805768,2,0,20,RL,479.0,BrkFace,5,CollgCr,0,2,3,2,CompShg,Gable,WD ,0,Pave,2,1581.0,4,180,2001,2002,2010,train,3182.0,272000.0
254,1336,0,0,3,1Fam,2,2,1.0,0.0,3,340.0,996.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,5,502.0,2.0,2,1,2,Attchd,2005.0,1336,0,GasA,3,1Story,1,3,Lvl,1,8772,FR2,65.0,2,0,20,RL,0.0,None,9,CollgCr,43,2,3,2,CompShg,Gable,New,0,Pave,2,1336.0,4,136,2005,2006,2006,train,2672.0,198000.0
255,1095,561,0,2,1Fam,2,1,0.0,0.0,2,801.0,0.0,0.0,1,1,Y,Norm,Norm,FuseA,0,3,2,MetalSd,MetalSd,0,0,BrkTil,2,4,440.0,2.0,2,1,2,Detchd,1958.0,1656,0,GasA,3,1.5Fin,1,2,Lvl,1,7628,Inside,63.0,2,0,50,RM,0.0,None,5,OldTown,0,2,2,2,CompShg,Gable,WD ,0,Pave,3,801.0,4,187,1940,1985,2008,train,2457.0,119164.0
256,1124,0,0,3,1Fam,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,Y,Norm,Norm,SBrkr,190,2,2,Wd Sdng,Wd Sdng,3,1,Slab,1,3,0.0,0.0,0,0,0,none,,1124,0,GasA,3,1Story,1,2,Lvl,1,8335,Corner,77.0,2,0,20,RL,0.0,None,4,Edwards,36,2,2,0,CompShg,Gable,WD ,0,Pave,2,0.0,4,0,1954,1954,2006,train,1124.0,93000.0
257,1008,884,0,3,1Fam,2,3,0.0,0.0,3,438.0,544.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,1,PConc,2,5,431.0,2.0,2,1,2,Attchd,2000.0,1892,1,GasA,3,2Story,1,2,Lvl,1,8220,Inside,71.0,1,0,60,RL,647.0,BrkFace,7,Gilbert,0,2,3,2,CompShg,Gable,WD ,0,Pave,3,982.0,4,108,2000,2001,2008,train,2874.0,226750.0
258,1014,685,0,3,2fmCon,2,2,1.0,0.0,1,538.0,440.0,0.0,2,1,Y,Artery,Artery,SBrkr,0,2,2,HdBoard,HdBoard,0,0,CBlock,2,5,420.0,2.0,1,1,1,CarPort,1920.0,1699,0,GasA,2,2Story,2,2,Bnk,2,10615,Corner,107.0,1,0,190,RL,0.0,None,8,OldTown,74,2,1,2,CompShg,Gable,WD ,0,Pave,3,978.0,4,0,1900,1970,2009,train,2677.0,95000.0
259,780,636,0,3,1Fam,2,1,0.0,0.0,2,480.0,300.0,0.0,2,1,Y,Norm,Norm,SBrkr,48,2,2,Wd Sdng,Wd Sdng,0,0,CBlock,1,5,312.0,1.0,2,1,2,Detchd,1948.0,1416,1,GasA,2,1.5Fin,1,2,Lvl,1,6000,Inside,50.0,2,0,50,RM,0.0,None,3,BrkSide,0,3,2,1,CompShg,Gable,WD ,0,Pave,2,780.0,4,221,1948,1950,2010,train,2196.0,139900.0
260,1306,0,0,3,1Fam,2,1,0.0,0.0,2,728.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,1,2,Wd Sdng,Plywood,0,0,CBlock,1,4,0.0,0.0,0,0,0,none,,1306,0,GasA,3,1Story,1,1,Lvl,1,5350,Inside,55.0,1,0,30,RL,0.0,None,5,BrkSide,0,1,1,2,CompShg,Gable,WD ,0,Pave,2,728.0,4,263,1940,1966,2010,train,2034.0,76500.0
261,672,0,0,2,1Fam,2,1,0.0,0.0,2,672.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,1,5,308.0,1.0,2,1,2,Detchd,1997.0,672,0,GasA,3,1Story,1,2,Lvl,1,5400,Corner,60.0,2,0,30,RL,0.0,None,7,OldTown,108,3,2,0,CompShg,Gambrel,WD ,0,Pave,2,672.0,4,88,1940,2005,2008,train,1344.0,86900.0
262,1160,0,0,3,1Fam,2,1,1.0,0.0,2,328.0,785.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,3,2,Plywood,Plywood,0,0,CBlock,1,5,257.0,1.0,2,1,2,Attchd,1968.0,1160,0,GasA,3,1Story,1,3,Lvl,1,17979,Corner,68.36301950805768,1,0,20,RL,0.0,None,2,Mitchel,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,1113.0,4,81,1968,1968,2008,train,2273.0,152500.0
263,930,0,0,2,1Fam,2,1,0.0,0.0,3,144.0,767.0,0.0,2,1,Y,Norm,Norm,SBrkr,0,2,2,MetalSd,MetalSd,0,0,CBlock,1,5,286.0,1.0,2,1,2,Attchd,1953.0,930,0,GasA,2,1Story,1,2,Bnk,2,9520,Inside,68.0,2,0,20,RL,115.0,Stone,5,Edwards,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,911.0,4,134,1953,1953,2008,train,1841.0,99000.0
264,708,0,0,2,1Fam,2,1,0.0,0.0,2,140.0,280.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,1,VinylSd,VinylSd,0,0,CBlock,1,5,0.0,0.0,0,0,0,none,,708,0,GasA,3,1Story,1,1,HLS,1,5330,Inside,50.0,2,0,30,RL,0.0,None,12,BrkSide,0,3,2,2,CompShg,Hip,WD ,0,Pave,2,420.0,4,164,1940,1950,2009,train,1128.0,82500.0
265,1575,0,0,2,TwnhsE,2,1,1.0,0.0,3,1145.0,430.0,0.0,3,1,Y,Norm,Norm,SBrkr,52,2,3,Plywood,ImStucc,0,0,PConc,2,5,529.0,2.0,2,1,2,Attchd,1992.0,1575,0,GasA,3,1Story,1,3,Lvl,1,8012,Inside,50.0,2,0,120,RL,0.0,None,7,SawyerW,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,1575.0,4,0,1992,1992,2007,train,3150.0,179200.0
266,1059,0,0,3,1Fam,2,1,1.0,0.0,2,286.0,773.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,Plywood,Plywood,0,0,CBlock,1,5,286.0,1.0,2,2,2,Attchd,1966.0,1059,0,GasA,3,1Story,1,2,Lvl,1,9000,Corner,75.0,2,0,20,RL,0.0,None,6,Sawyer,88,2,2,2,CompShg,Gable,WD ,0,Pave,2,1059.0,4,0,1966,1966,2006,train,2118.0,142500.0
267,1005,0,0,3,1Fam,2,1,1.0,0.0,2,348.0,513.0,144.0,2,1,Y,Feedr,Norm,SBrkr,0,2,2,HdBoard,HdBoard,0,0,CBlock,1,5,440.0,2.0,2,1,2,Detchd,1964.0,1005,0,GasA,2,1Story,1,2,Lvl,1,14299,Inside,62.0,2,0,20,RL,0.0,None,7,Sawyer,0,1,2,0,CompShg,Gable,WD ,0,Pave,2,1005.0,4,0,1964,1964,2007,train,2010.0,115400.0
268,1057,872,0,3,1Fam,2,1,1.0,0.0,3,319.0,738.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,1,PConc,2,5,650.0,2.0,2,2,2,Attchd,2001.0,1929,1,GasA,3,2Story,1,3,Lvl,1,7050,Inside,68.36301950805768,2,0,60,FV,0.0,None,5,Somerst,235,2,3,2,CompShg,Gable,WD ,0,Pave,3,1057.0,4,0,2001,2001,2007,train,2986.0,226000.0
269,520,600,0,2,TwnhsE,2,1,0.0,0.0,3,600.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,0,0,PConc,2,5,480.0,2.0,2,1,2,Detchd,2005.0,1200,1,GasA,3,2Story,1,3,Lvl,1,3180,Inside,30.0,2,80,160,FV,0.0,None,4,Somerst,166,2,3,2,CompShg,Gable,WD ,0,Pave,2,600.0,4,0,2005,2005,2006,train,1800.0,144152.0
271,833,0,0,2,1Fam,2,2,1.0,0.0,3,36.0,207.0,590.0,2,3,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,0,0,CBlock,1,5,495.0,2.0,2,1,2,Attchd,1984.0,833,0,GasA,2,1Story,1,3,Lvl,1,12887,Inside,76.0,2,0,20,RL,0.0,None,4,Mitchel,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,833.0,4,431,1984,1984,2010,train,1666.0,149900.0
272,728,728,0,3,1Fam,2,1,0.0,0.0,3,728.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,0,0,PConc,2,5,429.0,2.0,2,1,2,Attchd,2006.0,1456,1,GasA,3,2Story,1,2,Lvl,1,15578,Corner,105.0,1,0,60,RL,0.0,None,5,Gilbert,0,2,2,2,CompShg,Gable,New,0,Pave,3,728.0,4,0,2006,2006,2006,train,2184.0,172785.0
273,864,0,0,3,1Fam,2,1,1.0,0.0,2,317.0,398.0,149.0,3,2,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,0,0,CBlock,1,5,720.0,2.0,2,1,2,Detchd,1980.0,864,0,GasA,3,1Story,1,3,Lvl,1,7200,Inside,60.0,2,0,20,RL,0.0,None,7,NAmes,0,3,2,2,CompShg,Gable,WD ,0,Pave,2,864.0,4,194,1950,2002,2007,train,1728.0,129000.0
274,1586,0,0,3,1Fam,1,1,0.0,0.0,3,1362.0,0.0,0.0,1,1,Y,Norm,Norm,SBrkr,0,3,2,HdBoard,HdBoard,2,1,CBlock,2,5,435.0,2.0,2,1,2,Attchd,1979.0,1586,0,GasA,2,1Story,1,2,Lvl,1,17043,CulDSac,48.0,1,0,20,RL,0.0,None,1,NWAmes,0,2,2,2,CompShg,Gable,WD ,0,Pave,3,1362.0,4,192,1979,1998,2009,train,2948.0,181000.0
275,1370,0,0,3,1Fam,2,3,1.0,0.0,2,99.0,678.0,281.0,2,2,Y,Norm,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,2,1,CBlock,1,5,300.0,1.0,2,1,2,Basment,1956.0,1370,0,GasA,3,SLvl,1,2,Lvl,1,10000,Corner,125.0,2,0,80,RL,272.0,BrkFace,2,NAmes,0,2,2,2,CompShg,Hip,WD ,120,Pave,2,1058.0,4,191,1956,1956,2006,train,2428.0,148000.0
276,914,0,0,2,1Fam,2,3,1.0,0.0,3,142.0,475.0,297.0,3,3,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,0,0,PConc,1,5,0.0,0.0,0,0,0,none,,914,0,GasA,3,1Story,1,3,Lvl,1,8050,Inside,75.0,2,0,20,RL,92.69946714031971,none,4,Edwards,0,2,2,0,CompShg,Gable,WD ,0,Pave,2,914.0,4,32,2002,2002,2006,train,1828.0,117250.0
277,1555,0,0,2,TwnhsE,2,3,0.0,0.0,3,1357.0,16.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,VinylSd,VinylSd,2,1,PConc,2,5,430.0,2.0,2,2,2,Attchd,2005.0,1555,0,GasA,3,1Story,1,3,Lvl,1,3182,Inside,43.0,2,0,120,RL,16.0,BrkFace,5,Blmngtn,20,2,3,2,CompShg,Gable,WD ,0,Pave,3,1373.0,4,143,2005,2006,2009,train,2928.0,192500.0
278,716,840,0,3,Twnhs,2,1,1.0,0.0,3,23.0,81.0,612.0,1,3,Y,Norm,Norm,SBrkr,0,3,2,MetalSd,MetalSd,2,1,CBlock,2,5,452.0,2.0,2,2,2,Attchd,1980.0,1556,1,GasA,2,2Story,1,2,Lvl,1,1950,Inside,24.0,2,0,160,RM,0.0,None,7,Blueste,0,2,2,2,CompShg,Gable,COD,0,Pave,2,716.0,4,161,1980,1980,2008,train,2272.0,151000.0
279,882,0,0,3,1Fam,2,1,1.0,0.0,2,276.0,138.0,468.0,1,2,Y,Norm,Norm,SBrkr,0,2,2,VinylSd,VinylSd,0,0,CBlock,1,5,461.0,2.0,2,1,2,Detchd,1980.0,882,0,GasA,2,1Story,1,2,Lvl,1,7700,Corner,70.0,2,0,20,RL,0.0,None,3,CollgCr,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,882.0,4,96,1972,1972,2007,train,1764.0,112500.0
280,1167,0,0,3,1Fam,2,1,0.0,0.0,2,270.0,645.0,0.0,2,1,Y,Norm,Norm,SBrkr,216,1,2,Stucco,Stucco,3,1,BrkTil,1,2,495.0,2.0,2,1,2,Detchd,1972.0,1167,0,GasA,2,1Story,1,2,Lvl,1,8731,Inside,98.0,1,0,30,RL,0.0,None,5,BrkSide,0,2,2,2,CompShg,Gable,WD ,126,Pave,2,915.0,4,0,1920,1950,2007,train,2082.0,144000.0
281,1800,0,0,2,TwnhsE,2,1,1.0,0.0,3,596.0,1204.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,3,MetalSd,MetalSd,3,1,PConc,2,5,944.0,3.0,2,1,2,Attchd,2008.0,1800,0,GasA,3,1Story,1,3,Lvl,1,8232,Inside,89.0,1,0,120,RL,714.0,BrkFace,6,NridgHt,0,2,3,2,CompShg,Hip,New,0,Pave,2,1800.0,4,210,2007,2008,2008,train,3600.0,370967.0
282,855,601,0,3,Twnhs,2,1,0.0,0.0,2,341.0,514.0,0.0,3,1,Y,Norm,Norm,SBrkr,0,2,2,Plywood,Brk Cmn,2,1,CBlock,2,5,440.0,2.0,2,1,2,Attchd,1975.0,1456,1,GasA,2,2Story,1,3,Lvl,1,2280,FR2,24.0,2,0,160,RL,0.0,None,6,NPkVill,0,2,2,2,CompShg,Gable,WD ,0,Pave,2,855.0,4,173,1975,1975,2010,train,2311.0,149900.0
